cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
haha rapbn apbn haha yaa tapi tetap aja ada proyek makan siang bergizi gratis v yok rekontruksi restruktur yok,rapbn anggar dapat dan belanja negara yaa tetap proyek makan siang gizi gratis yok rekontruksi restruktur yok,Neutral,0.9996908903121948,negative,high,109,17
yth pak presiden dengan adanya program makan siang gratis jelas akan membebani apbn kalau bisa mohon program tersebut ditunda dulu rakyat pasti memahami betapa berat usaha pemerintah dlm pengetatan anggaran,yth pak presiden ada program makan siang gratis jelas beban anggar dapat dan belanja negara kalau mohon program sebut tunda dulu masyarakat paham betapa berat usaha pemerintah ketat anggaran,Negative,0.9942108392715454,negative,high,190,29
kalo apbn byk dialihkan ke ikn ikn berjalan lancar nanti nama jokowi yg bagus makan siang gratis gagal nama prabowo yg jelek jokowi seharusnya berpikir sampai kesini sblm mengkhianati ganjar yg siap menyelesaikan ikn tapi nasi sdh jadi bubur pengkhianat pasti akan dikhianati merdekacomperistiwamiris,kalau anggar dapat dan belanja negara banyak alih ikn ikn jalan lancar nama jokowi bagus makan siang gratis gagal nama prabowo jelek jokowi pikir kesini khianat ganjar siap selesai ikn nasi jadi bubur khianat khianat merdekacomperistiwamiris,Negative,0.9992839694023132,negative,high,241,36
semua anggaran memang masih diblokir kok sampai dengan saat ini apbn yang dibuka hanya belanja pegawai mungkin dengan anggaran makan siang gratis sementara untuk anggaran dukungan manajemen dan kegiatan teknis masih menunggu inpres cmiiw,semua anggaran memang blokir kok anggar dapat dan belanja negara buka belanja pegawai mungkin anggaran makan siang gratis anggaran dukung manajemen giat teknis tunggu inpres cmiiw,Negative,0.7266960144042969,positive,medium,179,26
sudah tau apbn tekor t malah nambah kementrian seabrek abrekprogram yg ga bermutu makan siang gratis terlalu dipaksakan ya jadinya potong sana potong sini ngatur negara kaya ngatur jualan bakso,tahu anggar dapat dan belanja negara tekor malah nambah tri abrek abrekprogram ga_bermutu makan siang gratis terlalu paksa jadi potong sana potong sini ngatur negara kaya ngatur jual bakso,Negative,0.9997017979621887,negative,high,188,29
ya baiknya dihentikan program makan siang gratis itu program salah dalam rumuskan persoalan pangan karana salah dalam rumuskan persoalan solusi yg dirancang juga salah terus dipaksakan jd program yg dibiayai apbn kemudian publik yg bayar pajak diminta untuk menormalisasinya,baik henti program makan siang gratis program salah rumus soal pangan karana salah rumus soal solusi rancang salah terus paksa jadi program biaya anggar dapat dan belanja negara kemudian publik bayar pajak minta normal,Neutral,0.9790709018707275,negative,high,218,34
ga ada cuma demi nyelametin muka prabowo aja yg udah terlanjur asbun koar soal program makan siang gratis tanpa mikirin apbn negara mampu atau gak,ga_ada cuma nyelametin muka prabowo lanjur asbun koar soal program makan siang gratis mikirin anggar dapat dan belanja negara negara mampu tidak,Negative,0.9996529817581177,negative,high,144,22
pak prabowo sadar stunting itu musuh bersama makanya program makan gratis jadi solusi penting menyiapkan sdm unggul untuk indonesia,pak prabowo sadar stunting musuh sama makanya program makan gratis jadi solusi penting siap sdm unggul indonesia,Positive,0.9426536560058594,positive,high,112,17
presiden prabowo bawa gebrakan baru dengan program makan bergizi gratis siap ciptakan sdm unggul,presiden prabowo bawa gebrak baru program makan gizi gratis siap cipta sdm unggul,Neutral,0.9996190071105957,neutral,high,81,13
lebih sehat cerdas unggul semua bisa kalau program makan bergizi gratis dari presiden prabowo diterapkan,lebih sehat cerdas unggul semua kalau program makan gizi gratis presiden prabowo terap,Positive,0.9995548129081726,positive,high,86,13
semoga langkah presiden prabowo dengan program makan bergizi gratis bisa inspirasi daerah lain cegah stunting dari akar,moga langkah presiden prabowo program makan gizi gratis inspirasi daerah cegah stunting akar,Neutral,0.999541163444519,neutral,high,92,13
cegah stunting itu penting biar generasi makin maju makanya program makan gratis dari presiden prabowo harus terus didukung,cegah stunting penting biar generasi makin maju makanya program makan gratis presiden prabowo terus dukung,Neutral,0.9552577137947083,positive,high,106,15
masih banyak yang butuh program makan bergizi gratis makanya langkah presiden prabowo sangat tepat,banyak butuh program makan gizi gratis makanya langkah presiden prabowo sangat tepat,Positive,0.9916698932647705,positive,high,84,12
stunting harus lawan bareng makanya program makan bergizi gratis dari presiden prabowo patut didukung,stunting lawan bareng makanya program makan gizi gratis presiden prabowo patut dukung,Negative,0.8427712321281433,positive,high,85,12
gizi cukup gak boleh mahal terima kasih presiden prabowo sudah wujudkan program makan bergizi gratis buat seluruh anak indonesia,gizi cukup gak_boleh mahal terima kasih presiden prabowo wujud program makan gizi gratis buat seluruh anak indonesia,Positive,0.8367358446121216,positive,high,116,17
salut sama terobosan presiden prabowo program makan bergizi gratis bantu wujudkan sdm unggul menuju indonesia emas,salut sama terobos presiden prabowo program makan gizi gratis bantu wujud sdm unggul tuju indonesia emas,Positive,0.9994280934333801,positive,high,104,16
langkah presiden prabowo ini benarbenar visi jauh ke depan membangun sdm mulai dari gizi cukup lewat program makan gratis menuju indonesia,langkah presiden prabowo benarbenar visi jauh depan bangun sdm mulai gizi cukup lewat program makan gratis tuju indonesia,Neutral,0.9965671300888062,neutral,high,121,18
seneng banget liat anakanak bisa tumbuh sehat berkat program makan bergizi gratis makasih presiden prabowo,neng sangat lihat anakanak tumbuh sehat berkat program makan gizi gratis terima kasih presiden prabowo,Positive,0.9991480112075806,positive,high,102,15
presiden prabowo benerbener mikirin generasi mendatang lewat program makan bergizi gratis supaya seluruh anak dapat hak seimbang,presiden prabowo benerbener mikirin generasi datang lewat program makan gizi gratis seluruh anak hak imbang,Negative,0.9937816262245178,negative,high,107,15
kita butuh lebih banyak program kayak makan gratis dari presiden prabowo biar anak indonesia makin sehat dan pintar,butuh lebih banyak program kayak makan gratis presiden prabowo biar anak indonesia makin sehat pintar,Neutral,0.964451014995575,neutral,high,101,15
ada program makan bergizi gratis dari presiden prabowo masa depan indonesia bebas stunting dan sdm unggul jadi lebih dekat,program makan gizi gratis presiden prabowo masa depan indonesia bebas stunting sdm unggul jadi lebih dekat,Neutral,0.9502745270729065,neutral,high,106,16
beneran keren deh program makan bergizi gratis dari presiden prabowo cara ikut lawan stunting dengan cara sederhana,beneran bagus program makan gizi gratis presiden prabowo cara ikut lawan stunting cara sederhana,Positive,0.9889388084411621,positive,high,96,14
langkah presiden prabowo lewat program makan bergizi gratis bikin kita optimis perubahan besar bakal terjadi di indonesia,langkah presiden prabowo lewat program makan gizi gratis bikin optimis ubah besar bakal jadi indonesia,Positive,0.8892828822135925,positive,high,102,15
berterima kasih sama presiden prabowo yang berani ambil terobosan lewat program makan bergizi gratis pencegahan stunting makin optimal,terima kasih sama presiden prabowo berani ambil terobos lewat program makan gizi gratis cegah stunting makin optimal,Positive,0.9991403818130493,positive,high,116,17
anak sehat bangsa kuat berkat program makan bergizi gratis dari presiden prabowo,anak sehat bangsa kuat berkat program makan gizi gratis presiden prabowo,Positive,0.9991918206214905,positive,high,72,11
salut buat konsistensi presiden prabowo prioritaskan gizi anak dan cegah stunting lewat program makan bergizi gratis demi masa depan indonesia,salut buat konsistensi presiden prabowo prioritas gizi anak cegah stunting lewat program makan gizi gratis masa depan indonesia,Positive,0.9942076206207275,positive,high,127,18
yth pak presiden gak ada salahnya koreksi sedikit makan siang gratis berdasar prioritas reviu ulang alokasi apbn warisan pak jokowi anda ditakdirkan memimpin negara di masa sulit ini ungkapan emak papua ini benar,yth pak presiden gak_ada salah koreksi sedikit makan siang gratis dasar prioritas reviu ulang alokasi anggar dapat dan belanja negara waris pak jokowi kamu takdir pimpin negara masa sulit ungkap emak papua benar,Negative,0.9995139837265015,negative,high,211,33
di kantor bapak gua beneran lampu lampu semua dimatiin bahkan beberapa bidang udah ada yg wfh udh gaada juga perjalanan dinas ke luar negeri bahkan provinsi karena apbn dipake tuh buat makan bergizi gratis,kantor bapak gua beneran lampu lampu semua dimatiin bahkan beberapa bidang wfh gaada jalan dinas luar negeri bahkan provinsi anggar dapat dan belanja negara dipake buat makan gizi gratis,Neutral,0.9962855577468872,negative,high,186,29
udah bagus kemarin ada program gratis buat steril kucing kenapa ga dilanjut ya oh iya warga kita pada milih makan siang gratis daripada sterilisasi kucing yang overpopulasi lupa,bagus kemarin program gratis buat steril kucing ga_dilanjut iya masyarakat milih makan siang gratis sterilisasi kucing overpopulasi lupa,Positive,0.9388765096664429,positive,high,136,18
dulu sekitar tahun bali barat kabupaten jembrana pernah ada program seperti ini masuk jam pagi pulang jam sore tapi nih ada tapinya semua siswa difasilitasi antar jemput bus media pembelajaran digratiskan makan siang tidak gratis tapi cuma bayar k perak,dulu tahun bal barat kabupaten jembrana pernah program masuk jam pagi pulang jam sore tapi semua siswa fasilitas antar jemput bus media ajar gratis makan siang tidak_gratis cuma bayar perak,Neutral,0.9938054084777832,negative,high,189,30
anakanak sekarang makan siang di sekolah menunya sehat dan gratis pula ini baru program yang nyata terasa manfaatnya lanjutkan mbg,anakanak sekarang makan siang sekolah menu sehat gratis baru program nyata asa manfaat lanjut makan gizi gratis,Neutral,0.8740139007568359,neutral,high,111,17
wkwk harus sabar ngejelasin kak di swiss program makan siang sekolah umumnya dibiayai oleh orang tua siswa namun siswa dari keluarga berpenghasilan rendah bisa mendapatkan subsidi makanan gratis melalui program sosial kanton dan bantuan organisasi seperti caritas,sabar ngejelasin kak swiss program makan siang sekolah umum biaya orang tua siswa siswa keluarga hasil rendah dapat subsidi makan gratis lalu program sosial kanton bantu organisasi caritas,Neutral,0.9994620680809021,neutral,high,188,28
mahasiswa dan koalisi masyarakat sipil menggelar aksi bertajuk indonesia gelap jokowimemecahbelahrakyat mereka antara lain menuntut pencabutan inpres no tentang efisiensi anggaran dan membatalkan program makan siang gratis bbc indonesia,mahasiswa koalisi masyarakat sipil gelar aksi tajuk indonesia gelap jokowimemecahbelahrakyat tuntut cabut inpres efisiensi anggaran batal program makan siang gratis bbc indonesia,Neutral,0.9984728693962097,positive,high,178,22
makan siang gratis itu program komunis di negara komunis program makan siang gratis di china ada program makan siang gratis dari pemerintahnya,makan siang gratis program komunis negara komunis program makan siang gratis china program makan siang gratis perintah,Neutral,0.9902376532554626,neutral,high,118,17
lo juga kalo dikasih gratisan mau kan wkwkwk mayan duitnya buat makan siang gratis program pak jokowi buat anak anak lamasia penerus yamal,kalau kasih gratis mau kan mayan duit buat makan siang gratis program pak jokowi buat anak anak lamasia terus yamal,Neutral,0.9645670056343079,neutral,high,115,20
analisis pernyataan tentang program makan siang gratis indonesia berdasarkan data resmi menunjukkan dampak ekonomi program dengan anggaran triliun rupiah berpotensi meningkatkan ekonomi melalui permintaan pertanian lokal dan pengurangan biaya kesehatan namun klaim penurunan kemiskinan di bawah dan penciptaan juta lapangan kerja tidak didukung data resmi hanya proyeksi tanpa bukti konkret keamanan pangan klaim insiden keracunan makanan tidak signifikan bertentangan dengan fakta kasus di cianjur siswa sakit april dan sukoharjo siswa januari menunjukkan masalah serius pemerintah telah memerintahkan standar keamanan yang lebih ketat data resmi terbatas dan tantangan implementasi masih besar,analisis nyata program makan siang gratis indonesia dasar data resmi tunjuk dampak ekonomi program anggaran triliun rupiah potensi tingkat ekonomi lalu minta tani lokal kurang biaya sehat klaim turun miskin bawah cipta juta lapang kerja tidak_didukung data resmi proyeksi bukti konkret aman pangan klaim insiden racun makan tidak_signifikan tentang fakta kasus cianjur siswa sakit april sukoharjo siswa januari tunjuk masalah serius pemerintah perintah standar aman lebih ketat data resmi batas tantang implementasi besar,Neutral,0.9831048846244812,negative,high,521,73
program makan siang gratis buat siswa yang kenyang siapa,program makan siang gratis buat siswa kenyang siapa,Positive,0.9989763498306274,positive,high,51,8
gua komen gitu gua ngasih solusi gua ngasih tau bahwa banyak program kuliah gratis karena gua pernah diposisi sender nya juga tapi ada anomali yang dateng tiba nanya lu pilih program kuliah gratis apa makan siang gratis damn so stupid dude,gua komen gua ngasih solusi gua ngasih tahu banyak program kuliah gratis gua pernah posisi sender nya anomali dateng tiba nanya kamu pilih program kuliah gratis apa makan siang gratis damn stupid dude,Neutral,0.9980720281600952,positive,high,200,33
bang entar juga ada yang nanya simple aja lu pilih program makan siang apa pendidikan gratis wkwkkw padahal kedua program itu penting dan masih berjalan barengan ko kedua nya ngapain pilih salah satu,bang entar nanya simple kamu pilih program makan siang apa didik gratis wkwkkw padahal dua program penting jalan bareng dua nya ngapain pilih salah satu,Negative,0.9725119471549988,negative,high,152,25
satusatunya program makan siang gratis yang aku dukung,satusatunya program makan siang gratis dukung,Neutral,0.8461902737617493,positive,high,45,6
another ege of pemerintah krn katanya ada efisiensi anggaran apbn berimbas ke pelatihan bnsp gratis yang di tunda ya allah demi makan siang gratis ini teh,another ege pemerintah kata efisiensi anggaran anggar dapat dan belanja negara imbas latih bnsp gratis tunda allah makan siang gratis teh,Neutral,0.9991188645362854,positive,high,137,21
lagi butuh cuan buat makan siang gratis korupsi bang apbn udh menipis soalnya,butuh cuan buat makan siang gratis korupsi bang anggar dapat dan belanja negara tip soal,Neutral,0.774673581123352,negative,medium,88,15
yg penting ada uang semua selesai saat ini ada ada buat ikn buat dana makan siang gratis potong anggaran tvri phk karyawan di kantor air ac mati pejabat ngeluh sebenarnya apbn kita ada berapa t bayar bunga dan pokok udah ada belum,penting uang semua selesai buat ikn buat dana makan siang gratis potong anggaran tvri phk karyawan kantor air mati jabat ngeluh benar anggar dapat dan belanja negara berapa bayar bunga pokok,Neutral,0.9438071250915527,negative,high,190,31
hasilnya ada yg berhasil tpi mostly gagal so kebijakan efisiensi ini cukup ditakuti sm masyarakat disana but rata negara di dunia ngelakuin hal ini itu krn ada urgensi genting misal utang ke imf defisit apbn krisis global nah indo urgensinya apa makan siang gratis,hasil hasil mostly gagal kebijakan efisiensi cukup takut masyarakat sana but rata negara dunia ngelakuin urgensi genting misal utang imf defisit anggar dapat dan belanja negara krisis global nah indo urgensi apa makan siang gratis,Negative,0.9995765089988708,negative,high,230,35
gimana caranya pendidikan gratis sama aja kayak makan siang gratis suatu hal yang dipaksakan di tengah apbn minus,gimana cara didik gratis sama kayak makan siang gratis suatu paksa tengah anggar dapat dan belanja negara minus,Neutral,0.9471714496612549,negative,high,111,18
sy bukan pemilih bahkan saat bikin program makan siang gratis aku sdh kritisi dana apa yg akan dipake krn apbn sj mengalami defisit trilyun jd seharusnya mbg dikasih ke daerah t jgn semua krn itu impossible,bukan_pemilih bahkan bikin program makan siang gratis kritisi dana apa dipake anggar dapat dan belanja negara alami defisit trilyun jadi makan gizi gratis kasih daerah jangan semua impossible,Negative,0.9970616698265076,negative,high,191,28
aku kurang setuju dari awal kalau mau bandingin sama makan siang di luar negeri ya mereka udah mapan di bidang lain instead of makan gratis mending dananya bagusin bidang lain lah bangun sekolah naikin gaji guru nambah apbn buat beasiswa pelatihan guru dll kalau emang mau,kurang_setuju awal kalau mau bandingin sama makan siang luar negeri mapan bidang instead makan gratis lebih baik dana bagusin bidang lah bangun sekolah naikin gaji guru nambah anggar dapat dan belanja negara buat beasiswa latih guru dan lain lain kalau memang mau,Negative,0.9164089560508728,positive,high,263,42
setidaknya yg lain ga ada ide gila makan siang gratis yang makan anggaran ratusan trilyun itu masak kmaren pas mau milih ga pake logika emang duit apbn sanggup biayain program gila itu pasti ambil dr yang lain dikurangi ber logika aja kalian gagal,ga_ada ide gila makan siang gratis makan anggaran ratus trilyun masak kmaren mau milih ga_pake logika memang uang anggar dapat dan belanja negara sanggup biayain program gila ambil rang ber logika kalian gagal,Negative,0.9995864033699036,negative,high,209,33
pantesan jadi buzzer pemerintah belain kebijakan pemerintah dibayar pake apbn pantesan manusia tilil begini nyalahin anak sd yang jujur komentarin rasa makan siang gratis yang ga gratis karena dibayar pake apbn,pantesan jadi buzzer pemerintah bain kebijakan pemerintah bayar pakai anggar dapat dan belanja negara pantesan manusia tilil begini nyalahin anak jujur komentarin rasa makan siang gratis ga_gratis bayar pakai anggar dapat dan belanja negara,Negative,0.972132682800293,negative,high,240,34
ya gpp lah kan investor yang ngantri banyak biarkan apbn untuk makan siang bergizi gratis ikn biar dibangun investor yang mengantri itu,tidak apa apa lah kan investor ngantri banyak biar anggar dapat dan belanja negara makan siang gizi gratis ikn biar bangun investor antri,Negative,0.9780599474906921,negative,high,137,23
mending makan siang gratis serahkan dan libatkan sama pihak swasta agar beban apbn makin ringan kalo ditanggung penuh sama negara itu jatuhnya rawan korupsi nah sejauh ini apa oposisi berani mau menyuarakan itu,lebih baik makan siang gratis serah libat sama pihak swasta beban anggar dapat dan belanja negara makin ringan kalau tanggung penuh sama negara jatuh rawan korupsi nah jauh apa oposisi berani mau suara,Negative,0.9997612833976746,negative,high,201,33
yth pak akibat makan sian gratis terjadilah gerakan efisiensi apbn justru dgn terbentuknya kementerian yg baru itu adlh bentuk pemborosan apbn krn disanalah tercipta lumbung kkn pak prabowo makan siang gratis boleh saja tpi setelah pulang ternyata,yth pak akibat makan sian gratis jadi gera efisiensi anggar dapat dan belanja negara justru bentuk menteri baru adlh bentuk boros anggar dapat dan belanja negara sana cipta lumbung korupsi kolusi nepotisme pak prabowo makan siang gratis pulang nyata,Negative,0.9997537732124329,negative,high,249,39
makan siang gratis yg tidak membebani apbn,makan siang gratis tidak_membebani anggar dapat dan belanja negara,Positive,0.5084384083747864,negative,low,66,9
jelas beda gada program makan siang gratis program ini sangat banyak lo myedot apbn kisaran triliun atau dari total apbn triliun,jelas beda gada program makan siang gratis program sangat banyak myedot anggar dapat dan belanja negara kisar triliun total anggar dapat dan belanja negara triliun,Negative,0.5736643671989441,negative,low,163,25
hahahaangimpi sudah ditegaskan sm menteri ahybhwa ikn tidak lagi jadi prioritas justrugak apa mangkrak jangan sampe makan apbn lebih besar lagi pdhl utk program makan siang gratis jg masih belom jelas anggarannya dr mana hadeeeuhhhpe a,hahahaangimpi tegas menteri ahybhwa ikn tidak_lagi jadi prioritas justrugak apa mangkrak jangan_sampe makan anggar dapat dan belanja negara lebih besar pdhl program makan siang gratis bom jelas anggar mana hadeeuhhpe,Negative,0.5584356188774109,negative,low,216,30
temen kantor sy yg voter batuuu bgt waktu diedukasi skrg doi mengaku menyesal jd bagian karena thr gaji nya terancam gak turun dia bilang gue pikir prabski bikin makan siang gratis dr duit dia krn dia udh kaya gue ga mikir bakal ambil dr apbn anjir geblek,temen kantor voter batuu sangat waktu edukasi sekarang doi aku sesal jadi bagi thr gaji nya ancam gak_turun bilang pikir prabski bikin makan siang gratis uang kaya ga_mikir bakal ambil anggar dapat dan belanja negara kaget geblek,Negative,0.8904802203178406,negative,high,229,37
dikurangi untuk makan siang gratis yg t mestinya pencapaian prabowo di minimal bs setara pencapaian jokowi dalam infra struktur nah ini perlu di lihat mulai akhir januari sbg awal th mulainya penyerapan anggaran apbn makan bergizi gratis aman th,rang makan siang gratis mesti capai prabowo minimal tara capai jokowi infra struktur nah perlu lihat mulai akhir januari awal mulai serap anggaran anggar dapat dan belanja negara makan gizi gratis aman,Positive,0.9890370965003967,positive,high,201,32
jangan bubila perlu dinaikkan untuk program makan siang gratis sampai kiamat,jangan_bubila perlu naik program makan siang gratis kiamat,Negative,0.9630398750305176,negative,high,58,8
program makan bergizi gratis hadir hingga pelosok negeri diharapkn tidak ada lagi anak yg ketinggalan dalam mendapatkan makanan bergizi gizi merata untuk meningkatkan kualitas pendidikan anak seluruh indonesia lanjutkan mbg mbguntukindonesiahebat audinna selasa siang solid,program makan gizi gratis hadir hingga pelosok negeri diharapkn tidak_ada anak tinggal dapat makan gizi gizi rata tingkat kualitas didik anak seluruh indonesia lanjut makan gizi gratis mbguntukindonesiahebat audinna selasa siang solid,Neutral,0.8721116185188293,neutral,high,234,32
repost hallo sedulur bantul kita intip yuk lur dapur program makan siang bergizi gratis di miri pendowoharjo sewon program ini bertujuan untuk meningkatkan gizi ketahanan pangan dan kualitas sumber daya manusia di indonesia,repost hallo dulur bantul intip yuk lur dapur program makan siang gizi gratis miri pendowoharjo won program tuju tingkat gizi tahan pangan kualitas sumber daya manusia indonesia,Neutral,0.9995482563972473,neutral,high,177,27
bisa nih asi nya dipake buat program makan siang gratis,asi nya dipake buat program makan siang gratis,Neutral,0.9995392560958862,neutral,high,46,8
sangat ketimpang dengan jatah makan siang gratis program yang sangat dia banggakan tuh,sangat timpang jatah makan siang gratis program sangat bangga,Positive,0.9997057318687439,positive,high,61,9
sudah saatnya program asbun seenak jidat ini dihentikan,saat program asbun enak jidat henti,Negative,0.9563924670219421,positive,high,35,6
lebih dari sekadar makan siang program makan bergizi gratis di papua membawa dampak positif berlipat ganda anakanak lebih sehat semangat belajar meningkat dan ekonomi lokal bergerak inilah wujud nyata membangun papua serta mewujudkan generasi emas indonesia mbgpapua,lebih sekadar makan siang program makan gizi gratis papua bawa dampak positif lipat ganda anakanak lebih sehat semangat ajar tingkat ekonomi lokal gerak ini wujud nyata bangun papua wujud generasi emas indonesia mbgpapua,Positive,0.9969987869262695,positive,high,220,33
lebih dari sekadar makan siang program makan bergizi gratis di papua membawa dampak positif berlipat ganda anakanak lebih sehat semangat belajar meningkat dan ekonomi lokal bergerak mbgpapua makanbergizigratis papuasehat,lebih sekadar makan siang program makan gizi gratis papua bawa dampak positif lipat ganda anakanak lebih sehat semangat ajar tingkat ekonomi lokal gerak mbgpapua makanbergizigratis papuasehat,Positive,0.9980732202529907,positive,high,191,26
hari ke program bergizi gratis hari ini kita klaim fee dulu baru jam kita hasilin dolla nih kalau dalam h harisnya bisa dapat harusnya agar konsisten kita coba claim setiap makan siang ya eits dah makan siang belum nih gaes,hari program gizi gratis hari klaim fee dulu baru jam hasilin dolla kalau haris harus konsisten coba claim makan siang eits dah makan siang gaes,Neutral,0.9725632667541504,neutral,high,144,25
gue jujur milih karna program pendidikannya bagus gue sangat amat konsen ke arah ini soalnya dua kandidat lainnya masih oke sdg yg satu lagi tuh ngk banget apaan makan siang gratis ih nenek kakak jg milih si prab efek itu lucunya seminggu sblmnya dia koar² anti ama itu org,jujur milih program didik bagus sangat konsen arah soal kandidat lain baik sdg satu tidak sangat apa makan siang gratis nenek kakak milih prab efek lucu minggu sblmnya koar anti ama orang,Positive,0.9755522608757019,positive,high,187,32
lebih dari sekadar makan siang program makan bergizi gratis di papua membawa dampak positif berlipat ganda anakanak lebih sehat semangat belajar meningkat dan ekonomi lokal bergerak mbgpapua makanbergizigratis,lebih sekadar makan siang program makan gizi gratis papua bawa dampak positif lipat ganda anakanak lebih sehat semangat ajar tingkat ekonomi lokal gerak mbgpapua makanbergizigratis,Positive,0.9978886246681213,positive,high,180,25
bro program besar negara itu nggak kayak bikin mie instan visi prabowo seperti kesehatan gratis subsidi bbmlistrik sampai makan siang gratis mbg jelas butuh waktu anggaran dan sistem nggak bisa direalisasikan cuma dalam hitungan bulan,kawan program besar negara nggak_kayak bikin mie instan visi prabowo sehat gratis subsidi bbmlistrik makan siang gratis makan gizi gratis jelas butuh waktu anggaran sistem nggak_bisa realisasi cuma hitung bulan,Negative,0.9916352033615112,negative,high,210,30
saya tidak memiliki data pasti tentang anggaran pnae brasil untuk berdasarkan perkiraan anggaran program makan siang gratis pnae sekitar r miliar atau roughly dari total anggaran federal brasil r triliun namun angka ini tidak pasti karena kurangnya data spesifik untuk sebagai perbandingan alokasi indonesia untuk program serupa mencapai dari anggaran jauh lebih besar untuk info lebih lanjut cek sumber resmi seperti fnde atau laporan anggaran brasil,tidak_memiliki data anggaran pnae brasil dasar kira anggaran program makan siang gratis pnae miliar roughly total anggaran federal brasil triliun angka tidak_pasti kurang data spesifik banding alokasi indonesia program rupa capai anggaran jauh lebih besar info lebih lanjut cek sumber resmi fnde lapor anggaran brasil,Neutral,0.9365472793579102,negative,high,317,45
di brazil ada program juga terkait makan siang gratis kamu tau ga berapa total anggaran negara brazil yang digunakan untuk program itu,brazil program kait makan siang gratis kamu tahu ga_berapa total anggaran negara brazil guna program,Neutral,0.9990020394325256,neutral,high,100,15
masih mending mikir pendidikan yg goblok lagi motong anggaran pendidikan buat program makan siang ga gratis,lebih baik mikir didik goblok motong anggaran didik buat program makan siang ga_gratis,Negative,0.99979168176651,positive,high,86,13
guys kita tuh cuma butuh batalkan program makan siang gratis dan revisi apbn,guys cuma butuh batal program makan siang gratis revisi anggar dapat dan belanja negara,Negative,0.5210179686546326,negative,low,87,14
marah bgt efisiensi disektor yg seharusnya ditambah apbn nya marah bgt ketika pendidikan dan kesehatan jadi prioritas pendukung kalah sama makan siang gratis,marah sangat efisiensi sektor tambah anggar dapat dan belanja negara nya marah sangat didik sehat jadi prioritas dukung kalah sama makan siang gratis,Negative,0.9998239874839783,positive,high,149,23
makan tuh kontol makan siang gratis pangkas apbn di banyak sektor seenak jidat cuma buat program yang rentan disalah gunain and thats a fact semenjak program itu dijalanin,makan kontol makan siang gratis pangkas anggar dapat dan belanja negara banyak sektor enak jidat cuma buat program rentan salah gunain and thats fact semenjak program dijalanin,Positive,0.9505694508552551,positive,high,176,27
kebijakan makan siang gratis hanya membebani apbn negara imbasnya lpg kg harus di tarik untuk efisiensi anggaran pastinya kita tau pemerintah juga sudah melakukan efisiensi anggaran pada anggota dpr semua itu demi makan siang gratis,kebijakan makan siang gratis beban anggar dapat dan belanja negara negara imbas lpg tarik efisiensi anggaran pasti tahu pemerintah laku efisiensi anggaran anggota dewan wakil rakyat semua makan siang gratis,Neutral,0.9636743664741516,negative,high,206,30
dishub dibubarkan aja kalo gitu lumayan kan anggaran triliun jadi apbn triliun dari kepolisian yang ikut dibubarkan dana triliun bisa buat nambah² program makan siang gratis bisa nambah tunjangan hidup untuk pendidikan dan tentara nasional indonesia,dishub bubar kalau lumayan kan anggaran triliun jadi anggar dapat dan belanja negara triliun polisi ikut bubar dana triliun buat nambah program makan siang gratis nambah tunjang hidup didik tentara nasional indonesia,Negative,0.9790080785751343,negative,high,216,32
yang namanya program itu harus dipikirkan dampaknya dari hulu ke hilir jgn belom siap gini udh dijalanin udh dibilang makan siang gratis di indo tu susah pertama sdm nya yang demen korup kedua apbn kita ga siap ketiga kurang perencanaan,nama program pikir dampak hulu hilir jangan bom siap begini dijalanin bilang makan siang gratis indo susah pertama sdm nya demen korup dua anggar dapat dan belanja negara ga_siap tiga kurang_perencanaan,Negative,0.99979168176651,negative,high,202,31
mbok wis mudun ae daripada stress mikir rakyat jtan mikir apbn mikir makan siang gratis duit soko endi coba mikir bayar utangnya bapakmu mikir oligarki mikir oposisi sing usrek ae yo pilih nambang duit akih wis ra kakehan mikir,mbok wis mudun stress mikir masyarakat jtan mikir anggar dapat dan belanja negara mikir makan siang gratis uang soko endi coba mikir bayar utang bapak mikir oligarki mikir oposisi sing usrek pilih nambang uang akih wis kakehan mikir,Negative,0.9995949864387512,negative,high,232,38
efisiensi ini mutlak dilakukan demi untuk membayar utang negara yang jatuh tempo di atas t makan siang gratis serta melanjutkan pembangunan ikn dll pemerintahan jokowi telah mewariskan celah fiskal apbn yang sangat sempit karena itu pemerintahan prabowo harus berhemat,efisiensi mutlak laku bayar utang negara jatuh tempo atas makan siang gratis lanjut bangun ikn dan lain lain perintah jokowi waris celah fiskal anggar dapat dan belanja negara sangat sempit perintah prabowo hemat,Negative,0.6112728714942932,positive,medium,212,33
hubungan makan siang gratis ke pertumbuhan ekonomi apa emangnya makan siang gratis menghasilkan profit bagi perekonomian yang ada apbn menyusut mungkin pertumbuhan ekonomi pribadikeluarga bagi yang korupsi msg kale ya cnnindonesiacomekonomi,hubung makan siang gratis tumbuh ekonomi apa emang makan siang gratis hasil profit ekonomi anggar dapat dan belanja negara susut mungkin tumbuh ekonomi pribadikeluarga korupsi msg kale cnnindonesiacomekonomi,Neutral,0.8925744891166687,negative,high,207,28
